shipment_id,customer_name,origin_city,destination_city,service_type,weight_kg,shipment_date,delivery_date,cost_inr,status
SHP00471,Metropolis Healthcare,Pune,Mumbai,HC GOLD,15.85,2026-01-20,,1952.96,In Transit
SHP00472,Dr Lal PathLabs,Delhi,Chandigarh,NFO,14.96,2026-01-10,2026-01-15,1461.94,Delivered
SHP00473,CORE Diagnostics,Hyderabad,Lucknow,NFO,5.97,2026-05-31,2026-06-03,521.46,Delivered
SHP00474,Pathkind Labs,Kolkata,Chennai,NFO,6.35,2026-06-07,,555.15,In Transit
SHP00475,CORE Diagnostics,Hyderabad,Noida,HC GOLD,14.36,2026-02-07,2026-02-13,1650.72,Delivered
SHP00476,Redcliffe Labs,Bengaluru,Kolkata,NFO,5.57,2026-04-03,2026-04-07,530.45,Delivered
SHP00477,Healthians,Delhi,Lucknow,NFO,24.23,2026-06-12,,2235.6,In Transit
SHP00478,Dr Lal PathLabs,Ahmedabad,Pune,NFO,16.52,2026-04-04,2026-04-11,1445.15,Delayed
SHP00479,Pathkind Labs,Kolkata,Mumbai,NFO,20.52,2026-03-30,,1780.0,In Transit
SHP00480,Pathkind Labs,Ahmedabad,Delhi,HC SILVER,11.28,2026-02-28,2026-03-05,1021.11,Delayed
SHP00481,Healthians,Noida,Mumbai,HC GOLD,20.52,2026-06-19,2026-06-21,2659.55,Delivered
SHP00482,Oncquest Labs,Hyderabad,Lucknow,NFO,14.97,2026-06-15,2026-06-20,1327.64,Delivered
SHP00483,Pathkind Labs,Noida,Mumbai,NFO,14.52,2026-01-15,2026-01-17,1270.19,Delivered
SHP00484,Dr Lal PathLabs,Kolkata,Chandigarh,HC GOLD,22.02,2026-06-19,2026-06-25,3033.99,Delivered
SHP00485,Redcliffe Labs,Hyderabad,Noida,HC SILVER,15.22,2026-05-30,2026-06-07,1396.93,Delayed
SHP00486,Healthians,Lucknow,Chandigarh,HC SILVER,15.12,2026-01-18,2026-01-20,1331.75,Delivered
SHP00487,Pathkind Labs,Mumbai,Ahmedabad,HC GOLD,20.75,2026-06-05,2026-06-06,2623.68,Delivered
SHP00488,Pathkind Labs,Delhi,Ahmedabad,HC GOLD,2.78,2026-06-18,2026-06-26,369.26,Delayed
SHP00489,Suraksha Diagnostics,Chandigarh,Lucknow,HC GOLD,9.57,2026-01-12,2026-01-19,1260.24,Delivered
SHP00490,Dr Lal PathLabs,Kolkata,Chennai,HC SILVER,22.74,2026-06-28,2026-07-03,2081.73,Delivered
SHP00491,Metropolis Healthcare,Mumbai,Gurugram,HC GOLD,13.82,2026-03-07,2026-03-09,1819.85,Delivered
SHP00492,Tata 1mg,Ahmedabad,Pune,HC GOLD,9.69,2026-02-22,2026-02-25,1091.51,Delivered
SHP00493,Metropolis Healthcare,Chandigarh,Ahmedabad,NFO,13.63,2026-05-25,2026-06-01,1329.96,Delayed
SHP00494,Suraksha Diagnostics,Kolkata,Mumbai,HC GOLD,14.16,2026-02-15,2026-02-24,1734.78,Delayed
SHP00495,Healthians,Bengaluru,Chandigarh,HC GOLD,10.25,2026-02-05,2026-02-09,1244.33,Delayed
SHP00496,Tata 1mg,Lucknow,Noida,NFO,10.31,2026-03-28,2026-04-04,823.93,Delayed
SHP00497,Tata 1mg,Chandigarh,Delhi,HC SILVER,12.06,2026-06-03,2026-06-08,1137.35,Delivered
SHP00498,Suraksha Diagnostics,Ahmedabad,Delhi,HC SILVER,10.32,2026-06-17,2026-06-22,1028.8,Delivered
SHP00499,Oncquest Labs,Noida,Lucknow,NFO,5.44,2026-06-18,2026-06-26,475.18,Delivered
SHP00500,Dr Lal PathLabs,Lucknow,Mumbai,NFO,1.38,2026-03-03,2026-03-06,128.43,Delivered
SHP00501,Suraksha Diagnostics,Chennai,Lucknow,NFO,5.41,2026-01-04,2026-01-05,497.34,Delivered
SHP00502,Healthians,Pune,Chandigarh,NFO,20.48,2026-02-27,2026-03-04,1742.52,Delivered
SHP00503,CORE Diagnostics,Delhi,Chennai,NFO,3.11,2026-01-19,2026-01-24,245.65,Delivered
SHP00504,Pathkind Labs,Pune,Bengaluru,HC SILVER,14.58,2026-06-27,2026-07-01,1513.21,Delivered
SHP00505,Oncquest Labs,Chennai,Pune,HC SILVER,21.62,2026-05-04,2026-05-08,2253.47,Delivered
SHP00506,Redcliffe Labs,Mumbai,Lucknow,HC SILVER,10.6,2026-04-01,2026-04-08,1082.73,Delayed
SHP00507,Metropolis Healthcare,Bengaluru,Mumbai,NFO,17.01,2026-03-29,2026-04-02,1473.52,Delayed
SHP00508,Dr Lal PathLabs,Chennai,Mumbai,NFO,23.7,2026-06-24,2026-06-26,1931.33,Delivered
SHP00509,Redcliffe Labs,Mumbai,Chennai,NFO,20.96,2026-06-08,2026-06-11,1656.83,Delivered
SHP00510,Oncquest Labs,Gurugram,Lucknow,HC GOLD,19.22,2026-05-19,,2353.85,In Transit
SHP00511,Oncquest Labs,Ahmedabad,Chennai,HC SILVER,22.08,2026-05-28,2026-06-03,2034.81,Delivered
SHP00512,CORE Diagnostics,Mumbai,Chandigarh,NFO,20.08,2026-05-03,2026-05-08,1704.12,Delivered
SHP00513,Oncquest Labs,Chandigarh,Noida,HC SILVER,17.61,2026-04-28,2026-05-03,1510.6,Delayed
SHP00514,Dr Lal PathLabs,Mumbai,Hyderabad,NFO,9.36,2026-03-08,2026-03-14,763.21,Delayed
SHP00515,Healthians,Hyderabad,Chandigarh,NFO,12.72,2026-02-23,2026-03-03,1071.76,Delayed
SHP00516,Oncquest Labs,Kolkata,Bengaluru,NFO,3.71,2026-05-28,,291.69,In Transit
SHP00517,Pathkind Labs,Bengaluru,Mumbai,NFO,9.83,2026-02-07,2026-02-09,788.89,Delivered
SHP00518,Pathkind Labs,Hyderabad,Noida,HC GOLD,8.24,2026-05-05,2026-05-08,1030.29,Delivered
SHP00519,CORE Diagnostics,Kolkata,Gurugram,NFO,20.44,2026-05-02,2026-05-03,1676.49,Delivered
SHP00520,Pathkind Labs,Chennai,Ahmedabad,HC SILVER,6.81,2026-01-06,2026-01-10,692.17,Delivered
SHP00521,Dr Lal PathLabs,Ahmedabad,Mumbai,HC GOLD,16.4,2026-02-14,2026-02-17,2022.34,Delivered
SHP00522,Tata 1mg,Lucknow,Hyderabad,NFO,7.52,2026-06-11,,602.06,In Transit
SHP00523,Dr Lal PathLabs,Chennai,Hyderabad,HC GOLD,21.3,2026-01-19,2026-01-20,2500.72,Delivered
SHP00524,Metropolis Healthcare,Chandigarh,Bengaluru,HC GOLD,10.19,2026-04-24,2026-05-03,1259.77,Delayed
SHP00525,CORE Diagnostics,Hyderabad,Kolkata,NFO,1.07,2026-03-02,2026-03-07,86.64,Delayed
SHP00526,Tata 1mg,Kolkata,Gurugram,NFO,22.03,2026-05-21,2026-05-22,1930.59,Delivered
SHP00527,Metropolis Healthcare,Gurugram,Noida,HC GOLD,2.57,2026-04-10,2026-04-15,311.73,Delivered
SHP00528,Pathkind Labs,Noida,Mumbai,HC SILVER,1.2,2026-06-19,,128.69,In Transit
SHP00529,Pathkind Labs,Hyderabad,Pune,HC SILVER,13.94,2026-02-04,2026-02-09,1343.02,Delivered
SHP00530,Dr Lal PathLabs,Lucknow,Chandigarh,NFO,16.17,2026-05-17,2026-05-20,1315.05,Delivered
SHP00531,Metropolis Healthcare,Gurugram,Pune,NFO,6.87,2026-03-19,2026-03-20,636.26,Delivered
SHP00532,Metropolis Healthcare,Noida,Kolkata,NFO,0.7,2026-05-06,2026-05-12,65.42,Delivered
SHP00533,CryoViva India,Ahmedabad,Mumbai,HC GOLD,5.12,2026-05-24,2026-05-31,666.18,Delivered
SHP00534,Redcliffe Labs,Kolkata,Hyderabad,NFO,10.84,2026-03-03,,1013.53,In Transit
SHP00535,Metropolis Healthcare,Ahmedabad,Lucknow,NFO,18.7,2026-03-10,2026-03-14,1503.03,Delivered
SHP00536,Oncquest Labs,Bengaluru,Gurugram,HC GOLD,7.17,2026-06-09,2026-06-13,807.09,Delivered
SHP00537,CORE Diagnostics,Pune,Delhi,HC SILVER,7.41,2026-02-02,2026-02-08,674.53,Delayed
SHP00538,Oncquest Labs,Noida,Delhi,NFO,10.8,2026-05-08,2026-05-11,833.48,Delivered
SHP00539,CryoViva India,Gurugram,Mumbai,NFO,10.11,2026-05-20,2026-05-26,948.99,Delivered
SHP00540,Redcliffe Labs,Delhi,Noida,NFO,24.39,2026-03-05,2026-03-06,2265.43,Delivered
SHP00541,Redcliffe Labs,Pune,Lucknow,NFO,17.2,2026-03-21,2026-03-24,1331.22,Delivered
SHP00542,Tata 1mg,Pune,Ahmedabad,NFO,16.14,2026-02-20,2026-02-23,1309.41,Delivered
SHP00543,Suraksha Diagnostics,Gurugram,Bengaluru,NFO,4.6,2026-03-12,2026-03-17,375.66,Delivered
SHP00544,Oncquest Labs,Delhi,Chandigarh,HC GOLD,4.3,2026-01-23,2026-01-25,552.89,Delivered
SHP00545,CryoViva India,Chennai,Lucknow,NFO,16.29,2026-06-29,,1283.36,In Transit
SHP00546,Healthians,Hyderabad,Mumbai,HC SILVER,19.82,2026-03-30,2026-04-06,1704.66,Delayed
SHP00547,CORE Diagnostics,Kolkata,Chennai,NFO,1.47,2026-06-30,2026-07-08,129.41,Delayed
SHP00548,Dr Lal PathLabs,Hyderabad,Mumbai,NFO,9.02,2026-04-30,,849.38,In Transit
SHP00549,Tata 1mg,Pune,Noida,HC GOLD,11.51,2026-03-09,2026-03-14,1511.0,Delivered
SHP00550,CORE Diagnostics,Pune,Kolkata,HC SILVER,15.68,2026-04-04,2026-04-09,1364.23,Delivered
SHP00551,Redcliffe Labs,Pune,Kolkata,HC GOLD,12.69,2026-05-22,2026-05-28,1493.33,Delayed
SHP00552,Tata 1mg,Chandigarh,Chennai,NFO,16.64,2026-01-12,2026-01-14,1344.42,Delivered
SHP00553,Tata 1mg,Hyderabad,Mumbai,NFO,16.22,2026-04-10,2026-04-20,1482.56,Delayed
SHP00554,Healthians,Bengaluru,Delhi,NFO,18.09,2026-01-04,2026-01-11,1740.77,Delayed
SHP00555,CryoViva India,Gurugram,Pune,NFO,18.72,2026-04-17,,1713.89,In Transit
SHP00556,Pathkind Labs,Ahmedabad,Bengaluru,NFO,2.22,2026-03-19,2026-03-20,174.41,Delivered
SHP00557,Pathkind Labs,Lucknow,Mumbai,NFO,5.23,2026-06-18,2026-06-23,462.16,Delayed
SHP00558,Tata 1mg,Pune,Kolkata,HC GOLD,14.63,2026-06-22,2026-07-01,1967.51,Delayed
SHP00559,Pathkind Labs,Noida,Mumbai,NFO,8.77,2026-02-10,2026-02-20,844.88,Delayed
SHP00560,Healthians,Chennai,Ahmedabad,HC SILVER,10.6,2026-06-12,,1089.04,In Transit
SHP00561,Dr Lal PathLabs,Ahmedabad,Mumbai,HC GOLD,9.69,2026-05-21,2026-05-24,1176.61,Delivered
SHP00562,CryoViva India,Kolkata,Delhi,HC SILVER,15.1,2026-05-13,2026-05-16,1368.09,Delivered
SHP00563,Metropolis Healthcare,Chennai,Delhi,HC SILVER,13.03,2026-05-27,2026-06-03,1224.13,Delivered
SHP00564,Healthians,Noida,Chennai,HC SILVER,6.62,2026-03-07,2026-03-10,655.48,Delivered
SHP00565,Healthians,Mumbai,Gurugram,HC GOLD,4.74,2026-06-26,,640.99,In Transit
SHP00566,Metropolis Healthcare,Ahmedabad,Lucknow,NFO,20.3,2026-04-08,,1577.07,In Transit
SHP00567,Suraksha Diagnostics,Chennai,Kolkata,NFO,21.76,2026-02-28,2026-03-05,1956.97,Delivered
SHP00568,Pathkind Labs,Delhi,Chennai,NFO,13.73,2026-02-08,2026-02-14,1095.04,Delayed
SHP00569,Oncquest Labs,Chandigarh,Kolkata,HC GOLD,14.59,2026-01-24,2026-01-26,1748.31,Delivered
SHP00570,Tata 1mg,Noida,Kolkata,NFO,18.76,2026-05-21,2026-05-28,1608.35,Delivered
SHP00571,CORE Diagnostics,Lucknow,Noida,NFO,5.35,2026-04-12,2026-04-17,522.63,Delivered
SHP00572,Redcliffe Labs,Pune,Mumbai,NFO,19.53,2026-03-24,2026-03-31,1669.82,Delivered
SHP00573,Healthians,Chennai,Mumbai,NFO,16.56,2026-03-20,2026-03-22,1615.28,Delivered
SHP00574,CORE Diagnostics,Hyderabad,Chandigarh,NFO,23.14,2026-03-01,2026-03-07,1846.91,Delayed
SHP00575,Tata 1mg,Lucknow,Gurugram,HC GOLD,6.45,2026-06-08,,857.68,In Transit
SHP00576,Healthians,Bengaluru,Delhi,HC GOLD,3.23,2026-04-26,2026-04-30,420.55,Delivered
SHP00577,Pathkind Labs,Mumbai,Bengaluru,HC GOLD,6.84,2026-05-04,2026-05-12,881.35,Delayed
SHP00578,Suraksha Diagnostics,Chandigarh,Delhi,HC GOLD,16.76,2026-01-12,2026-01-16,2206.88,Delivered
SHP00579,CryoViva India,Ahmedabad,Bengaluru,NFO,23.66,2026-01-18,2026-01-26,2143.32,Delayed
SHP00580,Tata 1mg,Chandigarh,Chennai,NFO,21.75,2026-06-16,2026-06-20,1898.92,Delivered
SHP00581,Healthians,Lucknow,Gurugram,NFO,15.13,2026-01-23,2026-01-25,1304.69,Delivered
SHP00582,CryoViva India,Lucknow,Delhi,NFO,13.47,2026-03-27,2026-03-31,1035.71,Delivered
SHP00583,Healthians,Chandigarh,Chennai,HC GOLD,6.29,2026-05-09,,691.02,In Transit
SHP00584,CryoViva India,Bengaluru,Hyderabad,HC SILVER,23.75,2026-02-27,2026-03-01,2401.18,Delivered
SHP00585,Pathkind Labs,Gurugram,Hyderabad,HC SILVER,15.5,2026-06-10,2026-06-13,1482.24,Delivered
SHP00586,Healthians,Bengaluru,Chandigarh,NFO,3.73,2026-06-17,2026-06-25,339.56,Delayed
SHP00587,Metropolis Healthcare,Mumbai,Noida,HC GOLD,22.52,2026-02-04,,2530.22,In Transit
SHP00588,Healthians,Ahmedabad,Noida,NFO,13.56,2026-01-31,2026-02-02,1079.27,Delivered
SHP00589,Suraksha Diagnostics,Delhi,Kolkata,HC SILVER,7.93,2026-06-13,2026-06-16,698.12,Delivered
SHP00590,Dr Lal PathLabs,Noida,Delhi,HC GOLD,15.34,2026-06-06,2026-06-11,1762.99,Delayed
SHP00591,Tata 1mg,Delhi,Kolkata,HC GOLD,12.18,2026-05-09,2026-05-14,1452.08,Delivered
SHP00592,Oncquest Labs,Kolkata,Pune,NFO,5.23,2026-01-09,,507.77,In Transit
SHP00593,Redcliffe Labs,Bengaluru,Hyderabad,HC GOLD,24.71,2026-02-22,2026-02-23,3399.33,Delivered
SHP00594,Healthians,Ahmedabad,Hyderabad,HC SILVER,22.25,2026-04-20,,1924.48,In Transit
SHP00595,Healthians,Lucknow,Kolkata,NFO,23.51,2026-05-27,2026-06-07,2118.95,Delayed
SHP00596,Pathkind Labs,Lucknow,Delhi,NFO,11.69,2026-01-11,2026-01-19,992.56,Delayed
SHP00597,Pathkind Labs,Lucknow,Delhi,NFO,19.25,2026-01-13,2026-01-15,1834.4,Delivered
SHP00598,CORE Diagnostics,Bengaluru,Pune,NFO,15.52,2026-01-14,2026-01-19,1400.36,Delivered
SHP00599,Tata 1mg,Gurugram,Ahmedabad,NFO,14.84,2026-06-28,2026-07-03,1237.26,Delivered
SHP00600,Oncquest Labs,Delhi,Mumbai,HC GOLD,17.96,2026-02-21,2026-02-25,2312.38,Delivered
SHP00601,Tata 1mg,Lucknow,Noida,NFO,17.8,2026-06-12,2026-06-15,1506.98,Delivered
SHP00602,CORE Diagnostics,Pune,Chandigarh,NFO,9.82,2026-02-13,2026-02-19,785.06,Delayed
SHP00603,CryoViva India,Noida,Mumbai,NFO,8.08,2026-04-25,2026-05-01,638.3,Delayed
SHP00604,CryoViva India,Noida,Bengaluru,HC GOLD,6.7,2026-04-28,,823.83,In Transit
SHP00605,Oncquest Labs,Delhi,Chandigarh,NFO,14.93,2026-05-02,2026-05-06,1332.89,Delivered
SHP00606,Pathkind Labs,Delhi,Bengaluru,NFO,15.9,2026-02-23,2026-02-27,1334.28,Delivered
SHP00607,Dr Lal PathLabs,Noida,Delhi,HC SILVER,7.81,2026-01-23,2026-01-24,700.82,Delivered
SHP00608,Dr Lal PathLabs,Chandigarh,Bengaluru,HC GOLD,17.65,2026-05-27,2026-06-01,2302.97,Delivered
SHP00609,Tata 1mg,Chennai,Delhi,HC GOLD,8.41,2026-04-08,,1016.09,In Transit
SHP00610,Metropolis Healthcare,Pune,Gurugram,NFO,3.49,2026-03-12,2026-03-20,305.89,Delayed
SHP00611,Dr Lal PathLabs,Lucknow,Mumbai,NFO,14.5,2026-06-11,2026-06-16,1321.44,Delivered
SHP00612,Suraksha Diagnostics,Lucknow,Bengaluru,HC GOLD,8.25,2026-05-15,2026-05-24,1120.46,Delayed
SHP00613,Oncquest Labs,Ahmedabad,Chandigarh,HC GOLD,15.98,2026-05-07,2026-05-12,2065.54,Delayed
SHP00614,Tata 1mg,Mumbai,Delhi,NFO,15.82,2026-01-31,,1417.08,In Transit
SHP00615,CryoViva India,Kolkata,Hyderabad,NFO,14.23,2026-06-13,2026-06-15,1297.25,Delivered
SHP00616,Metropolis Healthcare,Bengaluru,Gurugram,NFO,13.97,2026-01-02,2026-01-07,1170.04,Delayed
SHP00617,Dr Lal PathLabs,Lucknow,Ahmedabad,HC SILVER,20.89,2026-02-19,,1953.76,In Transit
SHP00618,Oncquest Labs,Chandigarh,Hyderabad,HC GOLD,16.32,2026-05-04,2026-05-11,2199.31,Delayed
SHP00619,Oncquest Labs,Pune,Chennai,HC GOLD,10.64,2026-01-15,2026-01-20,1365.6,Delivered
SHP00620,CryoViva India,Pune,Ahmedabad,NFO,17.29,2026-04-01,2026-04-02,1334.14,Delivered
SHP00621,Pathkind Labs,Kolkata,Lucknow,HC SILVER,14.49,2026-04-10,2026-04-14,1536.43,Delayed
SHP00622,CryoViva India,Bengaluru,Kolkata,NFO,2.63,2026-03-02,2026-03-05,218.11,Delivered
SHP00623,CORE Diagnostics,Pune,Bengaluru,NFO,19.73,2026-02-21,2026-02-22,1844.35,Delivered
SHP00624,Redcliffe Labs,Pune,Noida,NFO,12.35,2026-05-15,,1030.68,In Transit
SHP00625,CORE Diagnostics,Gurugram,Ahmedabad,NFO,1.4,2026-04-10,2026-04-16,127.54,Delivered
SHP00626,Healthians,Ahmedabad,Gurugram,NFO,1.63,2026-05-14,2026-05-17,135.51,Delivered
SHP00627,Redcliffe Labs,Mumbai,Kolkata,NFO,7.28,2026-03-23,2026-03-29,599.1,Delayed
SHP00628,Tata 1mg,Noida,Chennai,NFO,15.76,2026-05-12,2026-05-13,1389.62,Delivered
SHP00629,Metropolis Healthcare,Bengaluru,Noida,HC GOLD,4.7,2026-03-21,2026-03-26,514.75,Delivered
SHP00630,CryoViva India,Delhi,Pune,NFO,1.82,2026-04-20,2026-04-24,173.7,Delivered
SHP00631,Dr Lal PathLabs,Chandigarh,Hyderabad,NFO,8.64,2026-02-20,2026-02-25,799.71,Delivered
SHP00632,CORE Diagnostics,Hyderabad,Chandigarh,NFO,20.16,2026-06-28,2026-07-02,1835.47,Delivered
SHP00633,Oncquest Labs,Lucknow,Hyderabad,NFO,5.98,2026-06-07,2026-06-10,546.37,Delivered
SHP00634,Healthians,Chandigarh,Chennai,NFO,1.24,2026-05-02,2026-05-03,117.15,Delivered
SHP00635,Dr Lal PathLabs,Bengaluru,Kolkata,HC GOLD,12.94,2026-04-14,2026-04-15,1425.05,Delivered
SHP00636,Oncquest Labs,Bengaluru,Ahmedabad,NFO,10.63,2026-06-08,2026-06-13,1033.18,Delayed
SHP00637,Healthians,Kolkata,Gurugram,NFO,17.5,2026-04-21,2026-04-29,1541.25,Delayed
SHP00638,Tata 1mg,Mumbai,Noida,HC GOLD,17.94,2026-05-05,2026-05-12,2186.66,Delayed
SHP00639,Oncquest Labs,Pune,Gurugram,NFO,23.92,2026-01-18,2026-01-23,2133.03,Delivered
SHP00640,Oncquest Labs,Kolkata,Chennai,HC GOLD,2.01,2026-02-25,2026-03-01,262.73,Delayed
SHP00641,Oncquest Labs,Chandigarh,Noida,HC GOLD,10.05,2026-05-28,2026-06-03,1175.77,Delivered
SHP00642,Suraksha Diagnostics,Chandigarh,Bengaluru,HC GOLD,22.92,2026-01-23,2026-01-28,2826.33,Delivered
SHP00643,CryoViva India,Noida,Chennai,NFO,13.95,2026-01-14,2026-01-21,1310.48,Delayed
SHP00644,Metropolis Healthcare,Chennai,Gurugram,HC SILVER,6.26,2026-06-29,2026-07-04,641.05,Delivered
SHP00645,Suraksha Diagnostics,Kolkata,Hyderabad,HC GOLD,16.73,2026-05-02,2026-05-04,2230.11,Delivered
SHP00646,CORE Diagnostics,Chennai,Hyderabad,NFO,21.88,2026-02-02,2026-02-05,1740.77,Delivered
SHP00647,Suraksha Diagnostics,Hyderabad,Lucknow,HC SILVER,3.83,2026-02-05,,368.95,In Transit
SHP00648,Suraksha Diagnostics,Lucknow,Ahmedabad,HC GOLD,11.63,2026-04-19,,1413.06,In Transit
SHP00649,CORE Diagnostics,Chennai,Mumbai,NFO,0.68,2026-05-08,2026-05-16,55.91,Delayed
SHP00650,Healthians,Pune,Chandigarh,NFO,1.43,2026-05-04,2026-05-07,138.62,Delivered
SHP00651,Pathkind Labs,Gurugram,Mumbai,HC SILVER,24.6,2026-03-13,2026-03-19,2409.07,Delayed
SHP00652,Redcliffe Labs,Ahmedabad,Gurugram,NFO,18.67,2026-06-21,2026-06-28,1744.89,Delayed
SHP00653,CryoViva India,Bengaluru,Chandigarh,HC SILVER,13.61,2026-01-03,2026-01-07,1315.33,Delivered
SHP00654,Suraksha Diagnostics,Lucknow,Chennai,NFO,24.46,2026-03-17,2026-03-23,2260.72,Delivered
SHP00655,Metropolis Healthcare,Lucknow,Ahmedabad,NFO,12.09,2026-02-13,2026-02-18,999.84,Delivered
SHP00656,CryoViva India,Lucknow,Ahmedabad,NFO,2.52,2026-05-10,,234.75,In Transit
SHP00657,Dr Lal PathLabs,Bengaluru,Noida,NFO,21.52,2026-01-04,2026-01-08,2062.48,Delayed
SHP00658,Oncquest Labs,Lucknow,Noida,NFO,4.8,2026-06-29,2026-07-04,455.13,Delivered
SHP00659,CORE Diagnostics,Chennai,Gurugram,HC GOLD,20.63,2026-05-07,,2465.18,In Transit
SHP00660,CORE Diagnostics,Chandigarh,Hyderabad,NFO,18.49,2026-03-30,2026-04-04,1711.32,Delayed
SHP00661,CORE Diagnostics,Gurugram,Delhi,NFO,12.17,2026-05-02,2026-05-07,1113.48,Delivered
SHP00662,CORE Diagnostics,Hyderabad,Bengaluru,HC GOLD,11.15,2026-03-15,2026-03-19,1525.91,Delivered
SHP00663,Tata 1mg,Chandigarh,Delhi,HC SILVER,16.12,2026-04-21,2026-04-30,1506.5,Delayed
SHP00664,Metropolis Healthcare,Bengaluru,Gurugram,HC GOLD,10.08,2026-06-22,2026-06-30,1321.64,Delayed
SHP00665,CORE Diagnostics,Pune,Chennai,NFO,0.76,2026-01-03,2026-01-04,66.62,Delivered
SHP00666,Healthians,Chandigarh,Hyderabad,NFO,7.44,2026-02-19,2026-02-20,578.15,Delivered
SHP00667,Redcliffe Labs,Ahmedabad,Lucknow,HC SILVER,16.13,2026-01-31,,1610.76,In Transit
SHP00668,Dr Lal PathLabs,Kolkata,Lucknow,HC SILVER,5.03,2026-01-29,2026-01-31,508.97,Delivered
SHP00669,Oncquest Labs,Gurugram,Lucknow,HC SILVER,7.27,2026-04-20,2026-04-24,669.46,Delivered
SHP00670,Suraksha Diagnostics,Delhi,Hyderabad,NFO,1.97,2026-03-09,2026-03-12,176.25,Delivered
SHP00671,Oncquest Labs,Noida,Lucknow,NFO,13.75,2026-04-21,2026-04-25,1318.53,Delayed
SHP00672,Tata 1mg,Lucknow,Bengaluru,NFO,2.23,2026-03-06,2026-03-10,177.65,Delivered
SHP00673,CryoViva India,Chandigarh,Delhi,HC GOLD,7.03,2026-06-29,2026-07-02,867.93,Delivered
SHP00674,Suraksha Diagnostics,Hyderabad,Pune,NFO,18.33,2026-01-18,2026-01-26,1720.86,Delivered
SHP00675,Dr Lal PathLabs,Hyderabad,Gurugram,HC GOLD,24.79,2026-03-27,2026-04-02,2744.75,Delivered
SHP00676,Tata 1mg,Pune,Chennai,HC SILVER,19.13,2026-03-16,2026-03-18,2075.19,Delivered
SHP00677,Metropolis Healthcare,Chandigarh,Mumbai,HC GOLD,22.46,2026-06-11,2026-06-17,2720.79,Delivered
SHP00678,CryoViva India,Mumbai,Noida,NFO,18.13,2026-06-01,2026-06-03,1692.36,Delivered
SHP00679,Oncquest Labs,Chandigarh,Bengaluru,HC GOLD,20.94,2026-04-26,2026-04-27,2473.67,Delivered
SHP00680,Suraksha Diagnostics,Lucknow,Delhi,NFO,20.27,2026-06-20,2026-06-25,1925.48,Delivered
SHP00681,Dr Lal PathLabs,Pune,Noida,NFO,2.26,2026-02-06,2026-02-12,195.52,Delayed
SHP00682,Redcliffe Labs,Ahmedabad,Delhi,HC GOLD,3.7,2026-02-14,2026-02-15,410.4,Delivered
SHP00683,Dr Lal PathLabs,Ahmedabad,Noida,NFO,20.53,2026-01-30,2026-02-09,1666.77,Delayed
SHP00684,Healthians,Mumbai,Hyderabad,HC SILVER,24.56,2026-06-23,2026-06-30,2435.84,Delivered
SHP00685,Redcliffe Labs,Noida,Kolkata,HC GOLD,15.03,2026-03-27,2026-03-28,1964.82,Delivered
SHP00686,Pathkind Labs,Noida,Kolkata,NFO,6.47,2026-05-29,2026-06-02,579.16,Delivered
SHP00687,Oncquest Labs,Noida,Delhi,NFO,0.68,2026-01-23,2026-01-28,63.69,Delivered
SHP00688,Redcliffe Labs,Hyderabad,Noida,NFO,7.14,2026-04-26,2026-04-30,638.84,Delivered
SHP00689,CORE Diagnostics,Delhi,Chandigarh,HC GOLD,15.5,2026-01-23,2026-01-26,1933.34,Delivered
SHP00690,Pathkind Labs,Mumbai,Gurugram,HC SILVER,15.66,2026-05-19,2026-05-24,1571.93,Delivered
SHP00691,CryoViva India,Mumbai,Chennai,NFO,20.02,2026-06-25,2026-07-02,1924.06,Delivered
SHP00692,Healthians,Delhi,Lucknow,NFO,11.15,2026-03-27,,1063.87,In Transit
SHP00693,Tata 1mg,Hyderabad,Delhi,HC GOLD,23.16,2026-02-15,,2521.47,In Transit
SHP00694,Tata 1mg,Pune,Gurugram,HC SILVER,18.17,2026-06-01,2026-06-06,1875.93,Delivered
SHP00695,Tata 1mg,Chennai,Mumbai,NFO,2.9,2026-04-16,2026-04-18,226.38,Delivered
SHP00696,CryoViva India,Ahmedabad,Hyderabad,HC SILVER,4.05,2026-06-06,2026-06-10,359.4,Delivered
SHP00697,Healthians,Lucknow,Mumbai,HC SILVER,5.45,2026-02-02,2026-02-09,473.7,Delayed
SHP00698,Oncquest Labs,Noida,Gurugram,NFO,4.69,2026-03-29,2026-03-31,437.47,Delivered
SHP00699,CORE Diagnostics,Chandigarh,Ahmedabad,HC GOLD,14.04,2026-02-28,2026-03-01,1722.38,Delivered
SHP00700,Oncquest Labs,Mumbai,Chandigarh,HC SILVER,7.34,2026-04-20,2026-04-22,728.59,Delivered
SHP00701,Dr Lal PathLabs,Ahmedabad,Noida,HC SILVER,10.74,2026-01-12,2026-01-13,1046.88,Delivered
SHP00702,Suraksha Diagnostics,Kolkata,Ahmedabad,NFO,20.05,2026-01-26,2026-02-02,1854.68,Delivered
SHP00703,Redcliffe Labs,Lucknow,Kolkata,NFO,7.75,2026-06-15,2026-06-16,643.08,Delivered
SHP00704,Dr Lal PathLabs,Lucknow,Hyderabad,HC GOLD,1.1,2026-04-27,,123.37,In Transit
SHP00705,CORE Diagnostics,Lucknow,Kolkata,HC GOLD,9.58,2026-04-29,,1214.93,In Transit
